Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,RegistrationDate
No,50.0,YES,1,3.13,1.0,216.8,89,89.55,12.91,11.5,2025-09-10
No ,27.0,yes,0,0.0,0.0,94.6,135,39.38,14.0,9.8,2026-02-14
no,154.0,yes,0,0.0,1.0,218.0,123,54.12,9.43,10.5,2023-09-12
No ,142.0,no,0,0.0,0.0,162.7,99,41.56,7.71,6.3,2023-12-02
False,179.0,yes,0,0.0,1.0,121.5,78,35.88,8.59,12.7,2023-03-21
false,31.0,YES,0,0.0,2.0,183.5,106,48.52,10.4,9.8,2026-01-17
No,138.0,YES,0,0.0,0.0,159.1,108,51.27,12.81,10.1,2024-01-04
No ,69.0,yes,0,0.0,3.0,232.9,61,56.79,8.95,10.4,2025-04-30
No,31.0,YES,1,1.43,5.0,177.4,97,63.06,10.79,5.3,2026-01-23
No,80.0,YES,0,0.0,0.0,203.5,81,53.23,11.54,16.5,2025-02-10
False,5.0,YES,0,0.0,3.0,191.4,82,53.59,10.85,7.1,2026-07-19
False,112.0,yes,0,0.0,3.0,220.3,115,55.0,9.58,11.3,2024-07-02
yes,82.0,no,0,0.0,1.0,348.5,80,76.44,10.19,11.6,2025-01-26
False,79.0,yes,1,2.98,1.0,172.1,116,78.01,12.07,10.6,
no,87.0,yes,1,3.26,1.0,282.4,70,93.98,7.61,12.0,2024-12-25
Yes,149.0,yes,0,0.0,1.0,137.6,119,45.95,11.31,10.2,2023-10-17
Yes,51.0,Yes,0,0.0,4.0,306.4,138,69.45,7.56,7.4,2025-09-01
No,124.0,yes,0,0.0,1.0,207.6,112,50.3,8.78,12.0,2024-04-06
yes,156.0,YES,0,0.0,4.0,160.5,105,41.4,7.68,7.9,2023-08-30
No ,188.0,yes ,1,2.73,0.0,137.6,95,66.2,9.16,10.3,2023-01-19
no,125.0,yes,0,0.0,1.0,104.3,94,31.31,8.0,8.1,2024-04-05
No,34.0,yes,0,0.0,2.0,142.6,116,44.71,11.64,7.9,2026-01-02
No,61.0,yes,0,0.0,0.0,219.5,93,52.13,9.1,11.4,2025-06-22
NO,185.0,Yes,0,0.0,2.0,149.8,97,36.23,6.13,9.2,2023-02-08
Si,65.0,no,0,0.0,1.0,288.5,118,71.79,12.94,10.0,2025-05-30
Yes,75.0,yes,1,1.67,2.0,249.4,104,78.07,11.3,6.3,2025-03-18
false,65.0,yes,0,0.0,1.0,168.3,94,40.77,7.0,13.1,2025-05-30
No,138.0,yes,0,0.0,0.0,171.5,119,46.88,10.39,13.8,2023-12-30
No ,67.0,yess,0,0.0,2.0,190.2,90,44.12,4.6,13.6,2025-05-15
No,25.0,yess,1,2.54,2.0,218.8,116,72.17,5.74,9.4,2026-03-02
yes,116.0,yes ,0,0.0,3.0,253.2,123,63.55,11.59,8.5,2024-06-02
no,121.0,yes,1,2.72,1.0,179.1,109,76.02,10.58,10.0,2024-04-28
false,92.0,yes,0,0.0,1.0,271.8,92,55.43,5.73,8.4,2024-11-21
No,57.0,yes ,0,0.0,1.0,224.5,93,49.75,5.13,13.6,2025-07-22
No,53.0,Yes,0,0.0,2.0,183.9,98,49.44,10.21,8.8,2025-08-21
No,85.0,yes,0,0.0,0.0,168.8,118,50.85,11.78,10.4,2025-01-10
No ,15.0,YES,0,0.0,0.0,138.3,76,44.65,9.76,11.6,2026-05-10
No,111.0,yes,0,0.0,2.0,126.2,130,51.26,14.96,11.7,2024-07-07
NO,154.0,yes,0,0.0,3.0,159.7,68,,6.47,9.5,2023-09-11
False,192.0,yes,1,1.65,4.0,262.2,78,79.69,10.18,6.1,2022-12-23
False,50.0,yes,0,0.0,3.0,222.1,132,58.35,11.51,11.0,2025-09-06
No,73.0,yess,1,2.28,3.0,253.4,112,82.24,8.81,8.5,2025-04-02
NO,205.0,yes,1,2.72,3.0,188.3,84,78.48,10.95,10.1,2022-09-18
no,188.0,YES,1,2.55,3.0,142.8,72,64.35,8.51,9.5,2023-01-17
No,69.0,yes,0,0.0,2.0,121.7,144,44.6,13.69,8.1,2025-04-30
0,160.0,yes ,1,3.25,1.0,282.7,69,93.67,7.75,12.0,2023-08-02
False,41.0,yess,0,0.0,1.0,116.4,108,41.28,12.12,13.1,2025-11-10
No,33.0,yess,0,0.0,0.0,206.6,88,46.74,6.66,14.2,2026-01-09
False,140.0,yes,1,2.03,0.0,175.8,87,64.24,8.14,7.3,2023-12-19
0,145.0,YES,1,2.04,0.0,182.1,106,,6.31,7.5,2023-11-13
False,88.0,yes,0,0.0,3.0,149.9,70,43.42,10.66,12.5,2024-12-14
false,199.0,yess,1,2.67,2.0,177.0,81,73.17,8.77,10.0,2022-11-02
No,181.0,yes,0,0.0,3.0,208.7,86,60.39,14.05,11.0,2023-03-04
True,40.0,NO,0,0.0,4.0,210.3,60,44.01,5.18,9.6,2025-11-21
NO,10.0,yes,0,0.0,0.0,86.0,91,32.15,9.76,10.1,2026-06-17
No,87.0,yess,1,4.15,2.0,147.0,104,75.3,4.53,15.6,2024-12-23
False,86.0,Yes,0,0.0,5.0,172.3,82,53.54,14.09,10.5,2025-01-01
No,82.0,yes,1,3.25,1.0,200.7,75,91.07,14.15,11.9,2025-01-27
No,120.0,yes,0,0.0,0.0,102.2,97,32.58,8.61,10.2,2024-05-08
No,196.0,Yes,0,,1.0,60.7,124,25.21,8.54,9.5,2022-11-24
true,181.0,yess,0,0.0,7.0,135.2,107,43.22,10.47,8.7,2023-03-05
No,117.0,YES,0,0.0,3.0,126.3,99,46.54,12.44,11.4,2024-05-29
YES,158.0,Yes,0,0.0,1.0,287.8,125,67.5,10.3,6.9,2023-08-12
No,1.0,YES,0,0.0,1.0,183.6,116,49.01,9.99,17.9,2026-08-19
false,41.0,YES,0,0.0,3.0,202.0,62,51.25,9.64,12.0,2025-11-10
No,100.0,no,0,0.0,1.0,65.6,112,28.87,10.09,8.7,2024-09-25
No ,98.0,YES,0,0.0,0.0,188.9,99,43.23,5.87,7.4,2024-10-05
No,,n0,1,3.14,1.0,176.0,126,83.52,12.72,11.2,2023-12-05
No ,69.0,yes,1,3.55,2.0,130.6,62,76.05,11.32,12.7,2025-05-02
False,8.0,yes ,0,0.0,1.0,147.1,90,43.03,10.21,13.8,2026-06-30
0,201.0,yes ,0,0.0,2.0,169.8,102,51.22,12.22,13.1,2022-10-21
No ,117.0,Yes,0,,2.0,96.8,79,34.9,9.34,10.3,2024-05-31
false,175.0,yes,0,0.0,3.0,38.1,78,19.62,7.77,14.1,2023-04-18
No,41.0,Yes,0,0.0,0.0,111.9,102,39.08,10.97,11.0,2025-11-14
true,62.0,yes,1,3.09,0.0,151.7,83,,8.49,11.4,2025-06-14
false,74.0,yes,1,1.39,5.0,177.7,96,63.25,11.01,5.3,2025-03-28
yes,197.0,no,1,3.19,0.0,104.6,116,70.55,11.83,11.9,2022-11-14
No,14.0,yes,0,0.0,2.0,173.5,102,51.62,12.8,10.4,2026-05-18
NO,135.0,yess,1,2.66,1.0,189.2,65,77.82,10.65,9.9,2024-01-26
0,85.0,yes,0,0.0,2.0,184.7,86,53.59,11.17,11.2,2025-01-09
Yes,56.0,yes,1,2.35,1.0,123.4,124,59.34,8.67,8.8,2025-07-29
No,82.0,yes,1,3.52,2.0,191.7,75,90.32,13.4,12.7,2025-01-27
0,19.0,Yes,1,3.25,0.0,173.8,108,76.12,8.04,11.9,2026-04-16
False,59.0,yes ,0,0.0,1.0,125.7,83,35.57,8.37,8.5,2025-07-11
No ,149.0,YES,0,0.0,1.0,118.1,113,41.4,10.02,12.3,2023-10-17
false,151.0,YES,0,,1.0,148.1,105,45.58,12.0,6.8,2023-09-30
No,125.0,yes ,0,0.0,2.0,177.1,87,43.88,7.31,11.6,2024-04-01
No,197.0,yes,1,3.58,1.0,156.6,133,69.0,3.58,13.5,2022-11-16
0,27.0,yes,0,0.0,1.0,157.8,98,44.14,8.57,5.6,2026-02-20
False,165.0,yes,0,,1.0,149.2,114,49.58,13.85,12.3,2023-06-25
No,19.0,no,1,3.03,,176.0,126,84.4,12.6,11.5,2026-04-16
no,90.0,yes ,0,0.0,1.0,215.9,102,56.34,9.7,8.6,2024-12-03
No,50.0,yes,0,0.0,0.0,193.4,100,46.13,7.3,6.6,2025-09-12
No,30.0,yes,0,0.0,1.0,126.4,100,36.65,8.61,7.9,2026-01-30
No,177.0,yes,0,0.0,0.0,83.9,148,27.91,6.03,10.7,2023-04-03
No ,108.0,yes,0,0.0,1.0,151.2,103,48.93,12.86,9.4,2024-08-02
0,78.0,yess,0,0.0,3.0,190.2,100,52.2,11.96,9.9,2025-02-22
No,34.0,yes,1,2.69,1.0,81.8,119,60.64,11.78,9.8,2025-12-28
YES,62.0,yes,0,0.0,0.0,201.5,100,56.6,13.4,9.3,2025-06-20
No ,22.0,yes,0,0.0,2.0,201.3,85,52.44,10.82,11.9,2026-03-26
si,141.0,YES,1,2.74,2.0,195.3,133,72.91,7.0,10.1,2023-12-09
No,,YES,1,2.68,1.0,173.2,85,67.75,6.69,9.7,2025-04-03
si,198.0,no,1,4.56,1.0,262.5,81,105.36,8.34,16.9,2022-11-11
No,134.0,yes,0,0.0,2.0,260.1,134,59.35,8.92,6.1,2024-01-29
false,8.0,yes,0,0.0,2.0,144.5,64,41.27,10.42,9.2,2026-07-01
false,186.0,YES,0,0.0,3.0,239.3,93,56.27,8.57,11.8,2023-01-29
false,57.0,yess,0,0.0,0.0,221.1,106,60.94,13.48,9.2,2025-07-24
no,139.0,Yes,0,0.0,1.0,149.8,97,46.31,10.75,11.8,25/12/2023
No,169.0,YES,0,0.0,1.0,91.6,117,41.29,12.77,10.3,2023-05-28
1,141.0,yes,1,2.53,2.0,220.1,124,82.93,11.56,9.2,2023-12-13
YES,134.0,no,0,0.0,0.0,235.6,107,57.66,7.95,7.2,2024-01-29
no,140.0,YES,0,0.0,1.0,227.9,77,57.38,10.41,12.2,2023-12-18
False,55.0,yes,1,2.06,2.0,86.7,103,54.21,11.08,7.3,2025-08-05
0,181.0,yess,1,3.43,2.0,182.4,98,72.74,3.79,12.5,2023-03-09
No,123.0,yess,0,0.0,2.0,212.8,73,52.77,9.62,8.8,2024-04-14
No,127.0,Yes,0,0.0,0.0,169.9,131,48.8,11.4,11.2,2024-03-20
No,2.0,yes,0,0.0,2.0,124.7,133,35.14,7.82,8.6,2026-08-14
True,130.0,YES,0,0.0,5.0,133.4,93,47.03,12.4,11.3,2024-02-26
1,190.0,YES,1,3.74,4.0,157.3,99,74.08,5.98,13.9,2023-01-01
no,202.0,yes,1,3.3,1.0,151.7,119,79.25,11.34,12.3,2022-10-09
No,16.0,yes,0,0.0,2.0,240.6,97,54.6,8.16,10.5,2026-05-03
False,116.0,yes,1,3.23,2.0,163.8,99,77.19,9.89,11.9,2024-06-04
0,187.0,yes,0,0.0,,154.4,109,42.86,9.62,14.0,2023-01-21
False,,yes ,1,,2.0,181.5,81,73.02,8.62,10.2,
no,99.0,yess,0,0.0,0.0,79.2,98,,11.25,14.0,2024-10-04
0,195.0,yes,0,0.0,0.0,174.0,120,,5.04,10.7,2022-11-29
0,13.0,yes,0,0.0,1.0,156.0,94,,10.35,12.7,2026-05-26
0,198.0,yes,0,0.0,3.0,179.0,131,40.88,5.7,6.5,2022-11-05
false,93.0,yes,1,1.6,1.0,281.7,91,80.29,9.26,6.3,2024-11-09
No ,183.0,yess,0,0.0,1.0,96.4,77,37.77,12.47,14.2,2023-02-24
No,151.0,yes ,0,0.0,1.0,227.3,83,50.89,6.78,3.3,2023-10-06
No,165.0,yes,1,3.29,2.0,144.3,73,76.92,10.55,12.4,2023-06-24
false,132.0,yes,0,0.0,1.0,204.5,97,57.95,13.66,11.0,2024-02-13
No,29.0,YES,0,0.0,0.0,205.7,98,49.01,7.74,12.4,2026-02-06
no,206.0,yes,1,2.19,0.0,22.9,148,37.69,7.07,7.9,2022-09-11
No ,199.0,yes,1,2.61,2.0,122.1,93,66.47,11.74,9.5,2022-10-30
Si,205.0,yes,0,0.0,1.0,138.1,119,45.01,11.29,10.2,2022-09-21
0,0.0,yes,0,0.0,2.0,157.6,72,49.49,11.69,12.0,2026-08-22
No,40.0,YES,0,0.0,1.0,129.2,95,33.8,7.28,7.8,2025-11-18
True,135.0,yes,0,0.0,1.0,224.6,129,65.02,15.04,5.5,2024-01-22
si,122.0,yes,0,0.0,4.0,308.1,139,69.42,7.44,7.2,2024-04-20
no,133.0,yes,0,0.0,,216.9,92,58.62,12.0,4.9,2024-02-07
No ,110.0,yes,0,0.0,1.0,210.3,116,54.57,11.02,7.1,2024-07-17
false,164.0,yes,0,0.0,2.0,231.7,103,62.19,13.32,7.5,2023-07-06
No,60.0,yes,0,0.0,0.0,151.3,102,37.04,6.65,9.9,2025-07-01
No ,187.0,yess,0,0.0,0.0,214.9,81,67.81,16.01,4.3,2023-01-21
False,38.0,YES,0,0.0,3.0,174.3,90,47.42,9.96,11.3,2025-12-05
No,,yes,0,0.0,1.0,139.4,131,45.04,10.47,8.0,
0,174.0,Yes,1,3.0,1.0,182.2,116,72.83,6.39,11.1,2023-04-27
Yes,23.0,n0,0,0.0,2.0,116.8,113,41.73,10.63,13.8,2026-03-16
0,76.0,yes,1,1.87,0.0,208.3,75,,7.93,6.5,2025-03-13
0,111.0,yes,0,0.0,2.0,116.8,82,37.35,9.27,10.9,2024-07-08
No ,155.0,yes,0,0.0,0.0,74.6,121,38.24,14.5,10.8,2023-09-02
false,173.0,yess,0,0.0,4.0,256.5,87,67.35,11.93,9.8,2023-05-03
No,71.0,yess,0,0.0,2.0,238.6,67,54.27,7.73,10.2,2025-04-12
No,55.0,no,1,0.99,1.0,196.6,81,71.22,16.23,3.7,2025-08-07
No,145.0,yes ,0,0.0,3.0,190.7,100,52.97,11.92,9.9,2023-11-16
No,129.0,yes,0,0.0,0.0,136.0,117,43.76,10.1,13.4,2024-03-07
yes,26.0,yess,0,0.0,4.0,121.7,104,38.72,9.42,12.9,2026-02-23
NO,206.0,yes,0,0.0,0.0,108.6,87,34.71,9.09,13.6,2022-09-10
No ,0.0,yes,1,2.13,,156.1,104,65.34,9.3,8.2,2026-08-27
False,193.0,Yes,0,0.0,1.0,56.2,68,25.04,9.01,10.2,2022-12-13
no,123.0,Yes,0,0.0,0.0,95.9,88,29.78,7.88,12.4,2024-04-16
No,120.0,YES,1,2.74,0.0,197.3,99,75.24,8.28,10.0,2024-05-04
false,72.0,yess,0,,1.0,90.6,82,38.82,13.01,9.0,2025-04-07
0,99.0,yes,0,0.0,2.0,204.3,120,61.53,14.77,8.1,2024-09-29
NO,100.0,yes,0,0.0,1.0,228.2,82,63.39,13.33,7.5,2024-09-27
0,194.0,Yes,0,0.0,2.0,148.7,96,35.05,5.93,9.2,2022-12-08
no,67.0,Yes,1,2.94,2.0,249.4,94,93.11,12.77,10.8,2025-05-12
false,122.0,yes,0,0.0,3.0,99.4,89,39.57,11.6,11.1,2024-04-23
0,122.0,no,0,0.0,3.0,214.7,104,58.42,10.31,12.6,2024-04-26
No,84.0,YES,1,1.69,1.0,144.5,98,65.57,13.81,6.1,2025-01-16
1,183.0,yes ,0,0.0,9.0,230.1,117,50.88,6.75,10.3,2023-02-18
No,18.0,yes,0,0.0,3.0,206.1,89,50.18,8.47,15.7,2026-04-19
No ,41.0,yes,0,,0.0,153.3,105,41.66,9.17,10.8,2025-11-12
no,196.0,yess,0,0.0,2.0,161.5,110,47.82,11.03,6.6,2022-11-25
No,100.0,yes ,1,2.52,3.0,136.9,96,69.45,11.6,9.4,2024-09-25
No,3.0,YES,0,0.0,3.0,182.8,115,45.1,7.61,12.2,2026-08-04
No,71.0,yess,0,0.0,2.0,177.8,127,50.67,11.31,10.8,2025-04-14
false,149.0,yes,0,0.0,2.0,191.7,100,54.99,12.52,9.4,2023-10-18
No,108.0,Yes,0,0.0,4.0,183.0,109,46.67,8.47,10.0,2024-08-02
No,88.0,yes,0,0.0,2.0,152.1,130,,12.5,4.9,2024-12-17
0,86.0,yes,0,0.0,0.0,243.2,114,52.57,6.11,12.2,2024-12-28
0,33.0,yes,0,0.0,1.0,128.2,101,40.51,10.37,14.5,2026-01-09
no,42.0,yes ,1,3.22,1.0,104.9,76,67.68,10.59,12.1,2025-11-03
false,117.0,yes,0,0.0,2.0,109.2,133,30.84,7.28,10.9,2024-05-27
NO,193.0,yes,0,0.0,1.0,138.0,94,47.2,13.49,11.0,2022-12-12
Yes,74.0,no ,1,3.67,0.0,221.7,88,89.1,8.14,13.7,2025-03-24
0,76.0,yes,0,0.0,0.0,213.9,69,60.75,12.68,12.4,2025-03-09
False,87.0,yes ,1,2.1,4.0,207.4,137,72.56,10.01,7.5,2024-12-24
No,121.0,yes,0,0.0,0.0,210.8,79,59.04,13.13,15.6,2024-05-02
yes,206.0,yess,0,0.0,1.0,261.7,141,62.53,10.55,8.0,2022-09-10
No,50.0,yes,1,2.65,2.0,191.9,105,79.15,11.96,10.0,2025-09-08
No ,136.0,YES,0,0.0,0.0,239.5,104,54.4,7.32,11.7,2024-01-16
No,18.0,yes,0,0.0,1.0,113.2,67,33.61,8.22,10.7,2026-04-24
YES,146.0,no,0,0.0,1.0,254.5,127,56.0,6.99,12.1,2023-11-09
No,52.0,yes,0,0.0,3.0,156.1,109,40.88,6.11,11.3,2025-08-29
No,58.0,yes,1,2.18,1.0,82.5,131,54.4,10.19,8.1,2025-07-12
No ,74.0,Yes,1,4.16,0.0,216.6,104,94.99,10.1,15.5,2025-03-28
No,8.0,yes,0,0.0,2.0,255.4,96,62.62,11.06,12.4,2026-07-03
No,82.0,Yes,0,0.0,2.0,115.5,88,46.34,13.2,13.1,2025-01-28
No,129.0,yes,1,1.8,4.0,165.8,123,70.4,13.5,6.7,2024-03-02
Yes,107.0,yess,0,0.0,5.0,246.3,87,61.11,11.33,8.2,2024-08-03
No ,46.0,yes,0,0.0,4.0,200.3,85,49.99,9.79,14.3,2025-10-06
No,6.0,yes ,1,4.43,1.0,268.0,109,110.32,11.6,16.4,2026-07-12
0,183.0,yes,1,2.62,2.0,211.0,87,81.7,11.17,9.7,2023-02-20
false,195.0,yes,0,0.0,1.0,223.4,120,58.05,11.5,8.7,2022-11-29
No,83.0,yes ,1,3.71,0.0,161.2,73,87.68,13.75,13.8,2025-01-20
No,38.0,yes,0,0.0,1.0,183.8,123,46.73,8.41,9.4,2025-11-30
No ,99.0,yes,0,0.0,1.0,204.5,121,55.57,12.05,4.9,2024-10-04
0,138.0,yes,0,0.0,0.0,211.9,104,54.56,10.2,5.6,2024-01-03
False,129.0,yes,0,0.0,,104.9,122,39.26,12.33,6.4,2024-03-03
Yes,86.0,yes,0,0.0,2.0,297.0,142,69.91,11.12,12.9,2024-12-30
No,190.0,yes,1,3.23,,155.7,113,83.11,13.88,11.8,2023-01-02
No ,141.0,yes,0,0.0,3.0,114.7,98,31.54,4.82,10.5,2023-12-10
SI,140.0,no ,0,0.0,0.0,227.8,111,54.29,9.27,10.0,2023-12-22
false,28.0,yes,0,0.0,0.0,173.6,84,51.25,12.6,5.9,2026-02-11
No,59.0,yes,0,0.0,1.0,220.8,124,54.15,9.33,10.7,2025-07-06
0,164.0,no,1,3.28,2.0,237.2,94,87.85,8.19,12.2,2023-07-03
NO,2.0,yes,0,0.0,2.0,190.0,97,56.48,12.59,7.2,2026-08-14
No,7.0,YES,0,0.0,2.0,125.5,115,36.05,8.42,9.8,2026-07-04
No,181.0,yes,0,0.0,3.0,85.2,77,31.9,8.18,9.2,2023-03-08
false,160.0,no,1,1.85,1.0,177.6,136,66.19,10.36,6.9,2023-08-04
No,179.0,yes,0,,1.0,164.3,109,42.57,7.82,10.8,2023-03-18
False,23.0,yes,1,1.82,2.0,230.6,107,83.04,14.34,6.9,2026-03-14
No ,32.0,yes,0,0.0,1.0,253.3,94,62.49,9.34,4.4,2026-01-10
Yes,100.0,no,0,0.0,1.0,286.3,117,70.73,13.08,10.1,2024-09-25
No,44.0,yes,0,0.0,0.0,219.5,120,51.7,5.57,7.2,2025-10-22
false,172.0,yes ,0,0.0,2.0,191.5,102,,9.92,9.7,2023-05-11
Si,34.0,yes,1,2.79,2.0,198.4,132,72.54,7.07,10.0,2025-12-28
No,67.0,yes ,0,0.0,3.0,251.0,120,50.7,4.46,13.6,2025-05-12
True,89.0,n0,1,3.62,0.0,216.6,93,93.64,11.88,13.3,2024-12-12
no,151.0,Yes,1,1.05,0.0,200.2,118,64.78,12.6,3.6,2023-09-30
No,120.0,yess,1,1.08,1.0,145.9,73,57.14,12.32,4.1,2024-05-08
No ,117.0,No,0,0.0,1.0,277.4,118,69.48,12.01,8.2,2024-05-26
no,60.0,yes,0,0.0,1.0,175.0,89,46.58,9.73,9.2,2025-07-02
NO,152.0,yes,0,0.0,1.0,206.1,86,60.24,12.57,12.6,2023-09-23
0,36.0,Yes,0,0.0,1.0,151.4,119,45.91,11.48,12.2,2025-12-16
No,28.0,yes ,0,0.0,1.0,154.8,82,45.72,11.07,12.0,2026-02-08
YES,123.0,yes,1,3.47,4.0,153.8,89,73.65,7.57,12.8,2024-04-18
False,67.0,yes,0,0.0,3.0,207.1,86,60.62,14.04,11.0,2025-05-13
No,202.0,Yes,0,0.0,0.0,113.0,98,,9.67,12.1,2022-10-13
NO,51.0,yes,1,1.94,3.0,234.2,105,77.15,9.53,7.2,2025-08-31
False,140.0,yes,1,3.15,3.0,198.9,106,86.26,12.11,11.6,2023-12-17
No ,135.0,YES,0,0.0,2.0,159.2,117,52.06,13.42,9.3,2024-01-25
1,128.0,yes,0,0.0,1.0,129.1,94,38.1,8.92,15.5,2024-03-12
no,159.0,yess,1,2.15,,170.2,110,67.84,10.02,7.9,2023-08-10
no,172.0,yes,0,0.0,3.0,215.7,114,56.51,10.78,11.6,2023-05-10
false,,No,0,0.0,2.0,151.5,138,38.81,7.87,8.6,2024-01-26
No,19.0,yes,1,3.12,1.0,212.6,98,80.78,7.79,11.5,2026-04-15
False,54.0,yes,0,0.0,1.0,211.6,86,50.21,8.24,13.2,2025-08-14
No,37.0,yes ,0,0.0,2.0,157.7,123,45.62,11.14,8.7,2025-12-06
No,34.0,yes,0,0.0,2.0,221.9,114,55.63,10.36,12.2,2025-12-28
0,16.0,yes,0,0.0,2.0,122.0,146,45.19,13.7,8.2,2026-05-04
false,82.0,yes,0,0.0,,222.9,73,53.22,8.49,9.0,2025-01-25
NO,163.0,yess,1,2.19,3.0,157.3,104,66.23,9.19,8.2,2023-07-10
Si,96.0,yes,0,0.0,3.0,263.5,96,63.12,10.5,5.9,2024-10-21
True,75.0,no,1,3.68,1.0,197.3,112,84.77,8.62,13.5,2025-03-21
Yes,83.0,yes,0,0.0,0.0,227.9,77,58.15,10.29,10.8,2025-01-22
NO,88.0,yes,0,,2.0,239.9,96,55.17,8.16,10.5,2024-12-18
Yes,45.0,yes,0,0.0,1.0,220.8,91,56.21,11.09,10.3,2025-10-15
No,172.0,yes,1,2.96,3.0,277.1,97,91.76,9.79,10.7,2023-05-10
no,71.0,yes,1,2.11,1.0,139.6,129,60.61,9.28,7.6,2025-04-16
No ,,yes,0,0.0,0.0,204.1,66,56.1,12.05,11.6,2025-03-27
No,86.0,YES,0,0.0,0.0,103.5,89,32.82,7.51,11.2,2024-12-30
0,125.0,yess,0,0.0,1.0,204.2,80,58.31,11.23,10.3,2024-04-05
No ,201.0,yes,0,,1.0,176.6,89,47.36,9.84,9.2,2022-10-21
No,107.0,no,1,2.07,0.0,280.7,88,85.76,9.8,7.5,2024-08-09
False,136.0,yes ,0,0.0,2.0,242.4,100,49.95,5.14,9.2,2024-01-17
NO,27.0,yes,1,2.46,1.0,169.6,113,73.83,12.26,9.1,2026-02-15
1,202.0,YES,0,0.0,3.0,269.2,85,64.04,10.3,4.5,2022-10-11
No,104.0,no,1,0.96,1.0,196.8,82,70.79,16.13,3.7,2024-08-27
false,49.0,yess,1,3.44,3.0,154.4,99,80.62,11.98,12.7,2025-09-15
no,77.0,yes ,0,0.0,1.0,235.1,90,60.36,11.04,8.9,2025-03-01
NO,1.0,yes,0,0.0,0.0,82.0,147,27.93,6.11,10.7,2026-08-19
No ,22.0,yes,1,2.56,1.0,290.4,52,89.59,8.31,9.6,2026-03-22
false,131.0,yes,0,0.0,0.0,164.9,111,40.77,7.04,12.0,2024-02-23
no,44.0,yes,0,0.0,0.0,160.8,132,46.71,10.85,9.2,2025-10-20
No,43.0,yes,0,0.0,0.0,143.9,86,43.13,10.48,9.4,2025-10-30
NO,180.0,YES,0,0.0,1.0,211.0,89,51.13,8.58,8.9,2023-03-16
No ,33.0,Yes,0,0.0,0.0,159.9,137,48.21,12.04,6.5,2026-01-08
1,114.0,n0,0,0.0,5.0,216.3,104,67.32,18.2,16.9,2024-06-15
False,93.0,yes,0,0.0,0.0,260.2,112,58.5,7.49,13.9,2024-11-13
No,1.0,yes ,0,0.0,0.0,177.0,116,,14.63,9.9,2026-08-20
No,182.0,yes ,0,0.0,1.0,238.8,120,52.52,7.15,9.2,2023-03-03
False,61.0,yes,0,0.0,4.0,211.5,127,56.67,12.42,14.4,2025-06-24
Si,97.0,yes,0,0.0,0.0,120.7,101,36.73,10.01,11.8,2024-10-13
No,155.0,Yes,0,0.0,0.0,170.1,96,49.15,11.75,11.2,2023-09-02
False,104.0,yes ,0,0.0,1.0,17.9,92,28.33,13.01,14.9,2024-08-27
No,150.0,yes,1,2.59,6.0,135.1,90,72.44,13.56,9.4,2023-10-09
False,105.0,yes ,0,0.0,1.0,217.2,70,57.29,11.4,10.6,2024-08-22
false,151.0,YES,1,2.82,1.0,288.3,78,103.99,15.68,10.3,2023-10-03
NO,98.0,yes,0,0.0,0.0,197.6,146,53.61,10.77,13.2,2024-10-07
true,26.0,yes ,0,0.0,2.0,148.9,72,37.07,6.51,8.5,2026-02-24
No,156.0,no,1,2.23,0.0,129.4,92,57.88,8.26,8.1,2023-08-27
NO,10.0,yes,0,0.0,3.0,241.3,88,60.78,11.75,6.2,2026-06-13
no,122.0,yes,1,2.07,3.0,105.8,114,59.92,11.91,7.6,2024-04-21
Si,176.0,yes,1,2.42,6.0,211.0,107,69.08,5.54,9.1,2023-04-11
No,128.0,yes,0,0.0,2.0,140.7,107,40.54,8.98,6.7,2024-03-14
No,79.0,yes,0,0.0,0.0,139.5,96,41.41,8.69,7.0,
NO,110.0,yes,0,0.0,0.0,108.3,128,40.11,12.83,8.8,2024-07-19
No,113.0,yes,0,0.0,3.0,231.3,92,58.8,11.25,9.8,2024-06-24
no,92.0,Yes,1,,,143.5,105,75.11,10.32,11.6,2024-11-16
1,105.0,YES,0,0.0,4.0,122.0,103,37.73,9.52,13.0,2024-08-17
No ,108.0,yes ,0,0.0,2.0,104.9,121,33.38,7.56,6.5,
NO,40.0,yess,0,0.0,1.0,154.4,104,34.85,4.52,7.2,2025-11-17
False,114.0,YES,0,0.0,4.0,183.8,80,52.41,12.03,7.6,2024-06-19
no,44.0,Yes,1,1.79,1.0,145.1,106,53.51,5.93,6.6,2025-10-21
yes,134.0,yes,0,0.0,1.0,236.5,72,65.53,14.42,13.8,2024-02-01
0,192.0,yes,0,0.0,3.0,102.3,99,28.35,6.71,15.7,2022-12-19
No,12.0,yes,1,1.78,3.0,213.7,76,75.77,12.54,6.6,2026-06-04
Yes,125.0,yes,0,0.0,0.0,240.9,82,52.76,6.74,9.3,2024-03-30
si,184.0,no,0,0.0,1.0,52.3,99,35.2,15.17,8.6,2023-02-14
No ,126.0,yes,0,0.0,1.0,276.8,103,58.86,6.54,8.3,2024-03-27
No,57.0,no,0,0.0,2.0,253.9,146,56.38,7.73,10.0,2025-07-24
YES,158.0,yes,1,2.55,4.0,162.6,84,,8.61,9.6,2023-08-12
